,Unnamed: 0,isbuyer,buy_freq,visit_freq,buy_interval,sv_interval,expected_time_buy,expected_time_visit,last_buy,last_visit,multiple_buy,multiple_visit,uniq_urls,num_checkins,pred_prob,pred_label
1328,1329,0,,1,0.0,0.0,0.0,0.0,147,147,0,0,174,1528,0.27331450557755066,0
1329,1330,0,,1,0.0,0.0,0.0,0.0,75,75,0,0,78,373,0.27402657022370513,0
1330,1331,0,,1,0.0,0.0,0.0,0.0,28,28,0,0,173,1369,0.27555593804090367,0
1331,1332,0,,1,0.0,0.0,0.0,0.0,20,20,0,0,168,517,0.27960737619447346,0
1332,1333,0,,1,0.0,0.0,0.0,0.0,113,113,0,0,0,1040,0.33884094148595645,0
1333,1334,0,,1,0.0,0.0,0.0,0.0,0,0,0,0,5,81,0.5759896214974362,1
1334,1335,0,,1,0.0,0.0,0.0,0.0,35,35,0,0,181,1724,0.2742877265883884,0
1335,1336,0,,2,0.0,15.791670000000002,0.0,-2.142996,10,10,0,1,104,174,0.3813623165458256,0
1336,1337,0,,1,0.0,0.0,0.0,0.0,141,141,0,0,163,3856,0.27457991974788726,0
1337,1338,0,,1,0.0,0.0,0.0,0.0,47,47,0,0,17,108,0.3566157695537404,0
1338,1339,0,,1,0.0,0.0,0.0,0.0,54,54,0,0,25,76,0.3314338683395871,0
1339,1340,0,,1,0.0,0.0,0.0,0.0,159,159,0,0,165,588,0.273212646969131,0
1340,1341,0,,1,0.0,0.0,0.0,0.0,67,67,0,0,52,239,0.27402657022370513,0
1341,1342,0,,3,0.0,17.9375,0.0,-90.3475,102,102,0,1,127,998,0.44107211903439875,0
1342,1343,0,,1,0.0,0.0,0.0,0.0,68,68,0,0,180,1584,0.27331450557755066,0
1343,1344,0,,1,0.0,0.0,0.0,0.0,37,37,0,0,25,141,0.33396120548879976,0
1344,1345,1,1.0,2,0.0,0.041666699999999994,0.0,-5.953575,5,5,0,1,40,163,0.5729235520427736,1
1345,1346,0,,1,0.0,0.0,0.0,0.0,4,4,0,0,-1,11,0.5045422827437415,1
1346,1347,0,,1,0.0,0.0,0.0,0.0,39,39,0,0,15,36,0.3755685407693278,0
1347,1348,0,,1,0.0,0.0,0.0,0.0,8,8,0,0,29,82,0.42466230063337934,0
1348,1349,0,,1,0.0,0.0,0.0,0.0,79,79,0,0,162,807,0.273212646969131,0
1349,1350,0,,1,0.0,0.0,0.0,0.0,1,1,0,0,50,96,0.5483513918930009,1
1350,1351,0,,1,0.0,0.0,0.0,0.0,173,173,0,0,161,4504,0.27457991974788726,0
1351,1352,0,,1,0.0,0.0,0.0,0.0,33,33,0,0,62,497,0.2750013672357884,0
1352,1353,0,,2,0.0,49.91667,0.0,10.886989999999999,14,14,0,1,47,552,0.38944422198492074,0
1353,1354,0,,1,0.0,0.0,0.0,0.0,141,141,0,0,169,885,0.273212646969131,0
1354,1355,0,,4,0.0,6.1666669999999995,0.0,-130.4951,135,135,0,1,1,18,0.44359713451851557,0
1355,1356,0,,4,0.0,4.152778,0.0,-44.745290000000004,47,47,0,1,4,63,0.5376149202970759,1
1356,1357,0,,1,0.0,0.0,0.0,0.0,46,46,0,0,50,150,0.2978315786659864,0
1357,1358,0,,1,0.0,0.0,0.0,0.0,5,5,0,0,-1,16,0.5045422827437415,1
1358,1359,0,,1,0.0,0.0,0.0,0.0,100,100,0,0,31,61,0.3314338683395871,0
1359,1360,0,,1,0.0,0.0,0.0,0.0,83,83,0,0,35,321,0.3129159060714765,0
1360,1361,1,1.0,5,0.0,42.40625,0.0,22.73762,11,11,0,1,163,1259,0.7074262456967587,1
1361,1362,0,,5,0.0,42.125,0.0,18.69117,15,15,0,1,105,467,0.5945288354439643,1
1362,1363,0,,3,0.0,68.75,0.0,38.12984,7,7,0,1,118,188,0.5899594535228037,1
1363,1364,0,,1,0.0,0.0,0.0,0.0,109,109,0,0,87,1246,0.27457991974788726,0
1364,1365,0,,2,0.0,2.458333,0.0,-101.2103,102,102,0,1,145,392,0.35468198844675847,0
1365,1366,0,,1,0.0,0.0,0.0,0.0,169,169,0,0,94,257,0.273212646969131,0
1366,1367,0,,1,0.0,0.0,0.0,0.0,36,36,0,0,169,354,0.2741856421308065,0
1367,1368,0,,2,0.0,17.0,0.0,-12.53,21,21,0,1,9,89,0.4223348106434492,0
1368,1369,0,,2,0.0,55.125,0.0,-41.66718,69,69,0,1,55,167,0.311965016829569,0
1369,1370,0,,1,0.0,0.0,0.0,0.0,10,10,0,0,140,1334,0.2870620325818418,0
1370,1371,0,,3,0.0,6.3333330000000005,0.0,-12.21907,16,16,0,1,20,71,0.5101119521122655,1
1371,1372,0,,1,0.0,0.0,0.0,0.0,12,12,0,0,7,41,0.3757434081815693,0
1372,1373,0,,2,0.0,2.083333,0.0,-164.7508,165,165,0,1,130,441,0.3504469827057646,0
1373,1374,0,,2,0.0,0.041666699999999994,0.0,-73.98392,74,74,0,1,34,79,0.3545213779541839,0
1374,1375,0,,3,0.0,30.08333,0.0,-28.61325,48,48,0,1,31,86,0.4680839749416683,0
1375,1376,0,,1,0.0,0.0,0.0,0.0,75,75,0,0,144,572,0.273212646969131,0
1376,1377,0,,1,0.0,0.0,0.0,0.0,99,99,0,0,43,275,0.2790961112065726,0
1377,1378,0,,1,0.0,0.0,0.0,0.0,36,36,0,0,126,453,0.2741856421308065,0
1378,1379,0,,3,0.0,4.3125,0.0,-52.60666,55,55,0,1,38,167,0.4815135324501866,0
1379,1380,0,,1,0.0,0.0,0.0,0.0,109,109,0,0,26,142,0.33287337079187435,0
1380,1381,0,,1,0.0,0.0,0.0,0.0,12,12,0,0,0,1336,0.3575450175012361,0
1381,1382,0,,1,0.0,0.0,0.0,0.0,172,172,0,0,0,301,0.3418494361281302,0
1382,1383,0,,8,0.0,25.86309,0.0,20.35909,2,2,0,1,149,1009,0.7020055290108475,1
1383,1384,0,,1,0.0,0.0,0.0,0.0,116,116,0,0,36,517,0.3100420920573103,0
1384,1385,0,,1,0.0,0.0,0.0,0.0,105,105,0,0,173,654,0.273212646969131,0
1385,1386,0,,1,0.0,0.0,0.0,0.0,4,4,0,0,34,102,0.4677566704404449,0
1386,1387,0,,1,0.0,0.0,0.0,0.0,14,14,0,0,25,79,0.3499454847496296,0
1387,1388,0,,1,0.0,0.0,0.0,0.0,2,2,0,0,56,247,0.49258391568215637,0
1388,1389,0,,3,0.0,28.97917,0.0,14.385060000000001,4,4,0,1,5,49,0.6639805850206545,1
1389,1390,0,,1,0.0,0.0,0.0,0.0,167,167,0,0,21,157,0.3344159011143445,0
1390,1391,0,,1,0.0,0.0,0.0,0.0,88,88,0,0,187,2150,0.27331450557755066,0
1391,1392,0,,1,0.0,0.0,0.0,0.0,143,143,0,0,36,217,0.3129159060714765,0
1392,1393,0,,1,0.0,0.0,0.0,0.0,87,87,0,0,71,191,0.27402657022370513,0
1393,1394,0,,1,0.0,0.0,0.0,0.0,2,2,0,0,8,34,0.5828323303999559,1
1394,1395,0,,1,0.0,0.0,0.0,0.0,157,157,0,0,122,536,0.273212646969131,0
1395,1396,0,,5,0.0,8.916667,0.0,-98.31947,105,105,0,1,28,219,0.4818309720287693,0
1396,1397,0,,1,0.0,0.0,0.0,0.0,143,143,0,0,6,18,0.38242628427973346,0
1397,1398,0,,1,0.0,0.0,0.0,0.0,23,23,0,0,21,53,0.34011196000778615,0
1398,1399,0,,1,0.0,0.0,0.0,0.0,122,122,0,0,155,2925,0.27457991974788726,0
1399,1400,0,,2,0.0,6.0,0.0,-25.9332,28,28,0,1,185,950,0.35468198844675847,0
1400,1401,0,,1,0.0,0.0,0.0,0.0,175,175,0,0,44,241,0.2790961112065726,0
1401,1402,0,,4,0.0,49.0,0.0,28.385379999999998,8,8,0,1,144,1170,0.5549084520457361,1
1402,1403,0,,1,0.0,0.0,0.0,0.0,21,21,0,0,186,1496,0.27971070134226744,0
1403,1404,0,,1,0.0,0.0,0.0,0.0,54,54,0,0,68,174,0.27402657022370513,0
1404,1405,0,,1,0.0,0.0,0.0,0.0,45,45,0,0,24,263,0.3129159060714765,0
1405,1406,0,,1,0.0,0.0,0.0,0.0,16,16,0,0,176,593,0.28436062782097526,0
1406,1407,0,,1,0.0,0.0,0.0,0.0,89,89,0,0,104,207,0.273212646969131,0
1407,1408,0,,1,0.0,0.0,0.0,0.0,78,78,0,0,18,31,0.37442136563548545,0
1408,1409,0,,1,0.0,0.0,0.0,0.0,3,3,0,0,91,312,0.45450338162678494,0
1409,1410,0,,1,0.0,0.0,0.0,0.0,22,22,0,0,9,77,0.3639849642343968,0
1410,1411,0,,1,0.0,0.0,0.0,0.0,100,100,0,0,54,152,0.29255983134498653,0
1411,1412,0,,1,0.0,0.0,0.0,0.0,69,69,0,0,59,369,0.27402657022370513,0
1412,1413,0,,2,0.0,1.916667,0.0,-65.1196,66,66,0,1,101,609,0.35468198844675847,0
1413,1414,1,1.0,7,0.0,9.659722,0.0,-11.002310000000001,19,19,0,1,178,2759,0.6983414631814111,1
1414,1415,0,,1,0.0,0.0,0.0,0.0,97,97,0,0,77,868,0.27402657022370513,0
1415,1416,0,,4,0.0,5.8333330000000005,0.0,0.1005542,4,4,0,1,157,505,0.720851013296452,1
1416,1417,0,,2,0.0,92.29166,0.0,-31.76435,77,77,0,1,75,272,0.3145197441198144,0
1417,1418,0,,1,0.0,0.0,0.0,0.0,83,83,0,0,73,562,0.27402657022370513,0
1418,1419,0,,1,0.0,0.0,0.0,0.0,61,61,0,0,168,1674,0.27457991974788726,0
1419,1420,0,,1,0.0,0.0,0.0,0.0,7,7,0,0,109,365,0.3999820228930846,0
1420,1421,0,,1,0.0,0.0,0.0,0.0,165,165,0,0,171,471,0.273212646969131,0
1421,1422,0,,1,0.0,0.0,0.0,0.0,52,52,0,0,44,93,0.3002111334920051,0
1422,1423,0,,1,0.0,0.0,0.0,0.0,141,141,0,0,53,186,0.27402657022370513,0
1423,1424,0,,2,0.0,2.125,0.0,-3.7978120000000004,4,4,0,1,132,924,0.5048155436120632,1
1424,1425,0,,1,0.0,0.0,0.0,0.0,2,2,0,0,3,47,0.5640519738814171,1
1425,1426,0,,2,0.0,4.2083330000000005,0.0,-14.079260000000001,16,16,0,1,20,128,0.4130604021063224,0
1426,1427,0,,1,0.0,0.0,0.0,0.0,71,71,0,0,23,191,0.3129159060714765,0
1427,1428,0,,1,0.0,0.0,0.0,0.0,30,30,0,0,167,433,0.2741856421308065,0
1428,1429,0,,2,0.0,0.6666667,0.0,-158.9632,159,159,0,1,0,1242,0.37651041613466724,0
1429,1430,0,,1,0.0,0.0,0.0,0.0,17,17,0,0,65,238,0.29072610333872867,0
1430,1431,0,,1,0.0,0.0,0.0,0.0,23,23,0,0,135,477,0.27960737619447346,0
1431,1432,0,,2,0.0,6.1666669999999995,0.0,-44.15781,47,47,0,1,127,493,0.35468198844675847,0
1432,1433,0,,1,0.0,0.0,0.0,0.0,134,134,0,0,48,341,0.2790961112065726,0
1433,1434,0,,1,0.0,0.0,0.0,0.0,167,167,0,0,161,5539,0.27457991974788726,0
1434,1435,0,,1,0.0,0.0,0.0,0.0,14,14,0,0,48,58,0.3178078323040837,0
1435,1436,0,,1,0.0,0.0,0.0,0.0,45,45,0,0,64,379,0.27402657022370513,0
1436,1437,0,,9,0.0,17.26042,0.0,10.28095,5,5,0,1,43,90,0.7412868402010033,1
1437,1438,0,,1,0.0,0.0,0.0,0.0,50,50,0,0,8,28,0.3716414780796411,0
1438,1439,0,,1,0.0,0.0,0.0,0.0,16,16,0,0,20,72,0.35152544097706034,0
1439,1440,0,,1,0.0,0.0,0.0,0.0,4,4,0,0,38,140,0.4693725795342087,0
1440,1441,0,,1,0.0,0.0,0.0,0.0,78,78,0,0,16,51,0.3566157695537404,0
1441,1442,0,,1,0.0,0.0,0.0,0.0,33,33,0,0,168,1266,0.27555593804090367,0
1442,1443,0,,1,0.0,0.0,0.0,0.0,48,48,0,0,113,1020,0.273212646969131,0
1443,1444,0,,1,0.0,0.0,0.0,0.0,123,123,0,0,120,306,0.273212646969131,0
1444,1445,0,,1,0.0,0.0,0.0,0.0,72,72,0,0,48,193,0.2790961112065726,0
1445,1446,0,,2,0.0,0.041666699999999994,0.0,-86.02741999999999,86,86,0,1,33,93,0.3545213779541839,0
1446,1447,0,,1,0.0,0.0,0.0,0.0,58,58,0,0,15,139,0.35810606050991073,0
1447,1448,0,,3,0.0,35.08333,0.0,-13.69919,37,37,0,1,151,4742,0.45341482328871563,0
1448,1449,0,,3,0.0,27.8125,0.0,-82.77095,101,101,0,1,28,117,0.44069308325592316,0
1449,1450,0,,1,0.0,0.0,0.0,0.0,68,68,0,0,36,106,0.3314338683395871,0
1450,1451,0,,1,0.0,0.0,0.0,0.0,52,52,0,0,55,169,0.27402657022370513,0
1451,1452,0,,1,0.0,0.0,0.0,0.0,164,164,0,0,152,591,0.273212646969131,0
1452,1453,0,,1,0.0,0.0,0.0,0.0,1,1,0,0,3,33,0.594625306345424,1
1453,1454,0,,1,0.0,0.0,0.0,0.0,43,43,0,0,131,295,0.2741856421308065,0
1454,1455,1,1.0,1,0.0,0.0,0.0,0.0,90,90,0,0,164,707,0.35308384179570584,0
1455,1456,0,,1,0.0,0.0,0.0,0.0,172,172,0,0,11,4918,0.33884094148595645,0
1456,1457,0,,1,0.0,0.0,0.0,0.0,97,97,0,0,44,145,0.2978315786659864,0
1457,1458,0,,1,0.0,0.0,0.0,0.0,49,49,0,0,95,164,0.273212646969131,0
1458,1459,0,,1,0.0,0.0,0.0,0.0,184,184,0,0,172,1356,0.27457991974788726,0
1459,1460,0,,2,0.0,8.083333,0.0,-8.970716,13,13,0,1,172,1010,0.3631437132627321,0
1460,1461,0,,2,0.0,4.5416669999999995,0.0,-98.85416,101,101,0,1,181,1223,0.35468198844675847,0
1461,1462,0,,1,0.0,0.0,0.0,0.0,138,138,0,0,112,557,0.273212646969131,0
1462,1463,0,,2,0.0,3.916667,0.0,-16.99759,18,18,0,1,22,138,0.4121176617447808,0
1463,1464,0,,1,0.0,0.0,0.0,0.0,31,31,0,0,59,505,0.2750013672357884,0
1464,1465,0,,1,0.0,0.0,0.0,0.0,6,6,0,0,172,689,0.3696212682505085,0
1465,1466,0,,3,0.0,14.270829999999998,0.0,-91.93938,101,101,0,1,19,134,0.46396025867216933,0
1466,1467,0,,6,0.0,18.425,0.0,14.553510000000001,0,0,0,1,29,77,0.7239125573333033,1
1467,1468,0,,1,0.0,0.0,0.0,0.0,40,40,0,0,129,194,0.2741856421308065,0
1468,1469,0,,1,0.0,0.0,0.0,0.0,129,129,0,0,169,976,0.273212646969131,0
1469,1470,0,,2,0.0,21.375,0.0,-26.2956,36,36,0,1,125,234,0.35468198844675847,0
1470,1471,0,,1,0.0,0.0,0.0,0.0,70,70,0,0,57,289,0.27402657022370513,0
1471,1472,0,,1,0.0,0.0,0.0,0.0,22,22,0,0,155,490,0.27960737619447346,0
1472,1473,0,,1,0.0,0.0,0.0,0.0,102,102,0,0,138,587,0.273212646969131,0
1473,1474,1,2.0,8,3.041667,0.6904762,-0.4749417,0.3583917,0,0,1,1,29,59,0.7933950232172167,1
1474,1475,0,,2,0.0,4.9583330000000005,0.0,-3.333217,5,5,0,1,163,601,0.4958005017821376,0
1475,1476,0,,2,0.0,67.66666,0.0,24.71005,9,9,0,1,22,48,0.39999870347733024,0
1476,1477,0,,1,0.0,0.0,0.0,0.0,29,29,0,0,150,692,0.2741856421308065,0
1477,1478,0,,1,0.0,0.0,0.0,0.0,104,104,0,0,157,2684,0.27457991974788726,0
1478,1479,0,,2,0.0,7.7916669999999995,0.0,-46.29318,50,50,0,1,69,745,0.3556198596764677,0
1479,1480,0,,4,0.0,8.194445,0.0,-44.106429999999996,50,50,0,1,107,316,0.5377522105338503,1
1480,1481,0,,1,0.0,0.0,0.0,0.0,60,60,0,0,106,320,0.273212646969131,0
1481,1482,0,,1,0.0,0.0,0.0,0.0,26,26,0,0,85,194,0.2741856421308065,0
1482,1483,1,1.0,8,0.0,12.29167,0.0,7.4217960000000005,3,3,0,1,124,547,0.7722436103219282,1
1483,1484,0,,1,0.0,0.0,0.0,0.0,102,102,0,0,65,1986,0.2753963727858741,0
1484,1485,0,,1,0.0,0.0,0.0,0.0,114,114,0,0,50,141,0.2978315786659864,0
1485,1486,0,,1,0.0,0.0,0.0,0.0,67,67,0,0,166,644,0.273212646969131,0
1486,1487,0,,1,0.0,0.0,0.0,0.0,146,146,0,0,88,247,0.273212646969131,0
1487,1488,0,,1,0.0,0.0,0.0,0.0,14,14,0,0,12,51,0.3757434081815693,0
1488,1489,0,,1,0.0,0.0,0.0,0.0,80,80,0,0,177,277,0.27195117171760985,0
1489,1490,0,,1,0.0,0.0,0.0,0.0,122,122,0,0,114,607,0.273212646969131,0
1490,1491,0,,1,0.0,0.0,0.0,0.0,13,13,0,0,134,681,0.2856570804349519,0
1491,1492,0,,1,0.0,0.0,0.0,0.0,62,62,0,0,170,1439,0.27457991974788726,0
1492,1493,0,,1,0.0,0.0,0.0,0.0,164,164,0,0,165,3484,0.27457991974788726,0
1493,1494,0,,1,0.0,0.0,0.0,0.0,137,137,0,0,97,357,0.273212646969131,0
1494,1495,1,1.0,10,0.0,7.782407000000001,0.0,-0.7183583,7,7,0,1,173,2062,0.7517211098928551,1
1495,1496,0,,1,0.0,0.0,0.0,0.0,40,40,0,0,138,1131,0.2741856421308065,0
1496,1497,0,,1,0.0,0.0,0.0,0.0,36,36,0,0,25,122,0.33396120548879976,0
1497,1498,0,,1,0.0,0.0,0.0,0.0,11,11,0,0,6,32,0.39391930656351193,0
1498,1499,0,,1,0.0,0.0,0.0,0.0,182,182,0,0,41,127,0.33287337079187435,0
1499,1500,0,,3,0.0,23.95833,0.0,-106.5297,122,122,0,1,159,3131,0.3944047341228974,0
1500,1501,0,,1,0.0,0.0,0.0,0.0,14,14,0,0,71,135,0.30990666474638384,0
1501,1502,0,,1,0.0,0.0,0.0,0.0,21,21,0,0,16,45,0.3639849642343968,0
1502,1503,0,,1,0.0,0.0,0.0,0.0,3,3,0,0,1,51,0.5164440550415182,1
1503,1504,0,,1,0.0,0.0,0.0,0.0,135,135,0,0,44,123,0.2978315786659864,0
1504,1505,0,,1,0.0,0.0,0.0,0.0,128,128,0,0,113,389,0.273212646969131,0
1505,1506,1,1.0,7,0.0,20.34028,0.0,17.4073,0,0,0,1,59,191,0.7540402112308935,1
1506,1507,0,,1,0.0,0.0,0.0,0.0,91,91,0,0,78,826,0.27402657022370513,0
1507,1508,0,,1,0.0,0.0,0.0,0.0,26,26,0,0,21,122,0.33550624163494963,0
1508,1509,1,1.0,1,0.0,0.0,0.0,0.0,97,97,0,0,29,64,0.41619579157106945,0
1509,1510,0,,1,0.0,0.0,0.0,0.0,24,24,0,0,2,286,0.34578896340621734,0
1510,1511,0,,2,0.0,3.166667,0.0,-35.36605,36,36,0,1,156,3793,0.35468198844675847,0
1511,1512,0,,3,0.0,73.0625,0.0,20.83406,27,27,0,1,81,289,0.47547671200611885,0
1512,1513,0,,1,0.0,0.0,0.0,0.0,119,119,0,0,32,116,0.33287337079187435,0
1513,1514,0,,1,0.0,0.0,0.0,0.0,114,114,0,0,126,336,0.273212646969131,0
1514,1515,0,,1,0.0,0.0,0.0,0.0,2,2,0,0,1,11,0.5917761083400778,1
1515,1516,0,,1,0.0,0.0,0.0,0.0,83,83,0,0,162,2187,0.27457991974788726,0
1516,1517,0,,1,0.0,0.0,0.0,0.0,167,167,0,0,171,2924,0.27457991974788726,0
1517,1518,0,,2,0.0,33.04167,0.0,-10.53358,27,27,0,1,3,31,0.4091384213984603,0
1518,1519,0,,1,0.0,0.0,0.0,0.0,31,31,0,0,58,96,0.29593377069952104,0
1519,1520,0,,1,0.0,0.0,0.0,0.0,182,182,0,0,11,46,0.3566157695537404,0
1520,1521,0,,1,0.0,0.0,0.0,0.0,19,19,0,0,177,685,0.2783276822956765,0
1521,1522,0,,1,0.0,0.0,0.0,0.0,3,3,0,0,4,22,0.5355867022208406,1
1522,1523,0,,1,0.0,0.0,0.0,0.0,179,179,0,0,163,363,0.273212646969131,0
1523,1524,0,,1,0.0,0.0,0.0,0.0,140,140,0,0,174,538,0.27195117171760985,0
1524,1525,0,,1,0.0,0.0,0.0,0.0,10,10,0,0,17,70,0.3757434081815693,0
1525,1526,0,,1,0.0,0.0,0.0,0.0,175,175,0,0,45,111,0.3002111334920051,0
1526,1527,0,,14,0.0,13.77885,0.0,12.73064,0,0,0,1,84,729,0.7436312060083984,1
1527,1528,0,,1,0.0,0.0,0.0,0.0,132,132,0,0,176,2996,0.27331450557755066,0
1528,1529,0,,2,0.0,5.5416669999999995,0.0,-14.439329999999998,17,17,0,1,21,99,0.4130604021063224,0
1529,1530,0,,2,0.0,0.041666699999999994,0.0,-101.8441,101,101,0,1,92,327,0.3026303558322388,0
1530,1531,0,,1,0.0,0.0,0.0,0.0,20,20,0,0,129,189,0.27960737619447346,0
1531,1532,0,,3,0.0,69.45834,0.0,25.30685,20,20,0,1,169,477,0.4847806181118172,0
1532,1533,0,,1,0.0,0.0,0.0,0.0,11,11,0,0,93,411,0.28988238452403503,0
1533,1534,0,,1,0.0,0.0,0.0,0.0,12,12,0,0,6,46,0.3757434081815693,0
1534,1535,0,,8,0.0,3.428571,0.0,-5.052487,8,8,0,1,103,172,0.5935926494543988,1
1535,1536,0,,3,0.0,4.5625,0.0,-125.8511,128,128,0,1,85,258,0.3991534732768198,0
1536,1537,0,,1,0.0,0.0,0.0,0.0,81,81,0,0,152,531,0.273212646969131,0
1537,1538,0,,1,0.0,0.0,0.0,0.0,70,70,0,0,20,99,0.33297305744341077,0
1538,1539,0,,1,0.0,0.0,0.0,0.0,4,4,0,0,22,63,0.4677566704404449,0
1539,1540,0,,1,0.0,0.0,0.0,0.0,150,150,0,0,157,538,0.273212646969131,0
1540,1541,0,,2,0.0,3.083333,0.0,-41.49943,43,43,0,1,28,166,0.38104953136880354,0
1541,1542,0,,4,0.0,20.375,0.0,-62.74001,78,78,0,1,162,3199,0.5119215605695083,1
1542,1543,0,,1,0.0,0.0,0.0,0.0,38,38,0,0,49,76,0.30124042619108027,0
1543,1544,0,,1,0.0,0.0,0.0,0.0,48,48,0,0,63,224,0.27402657022370513,0
1544,1545,0,,3,0.0,24.39583,0.0,-22.872410000000002,39,39,0,1,0,1278,0.45635114851629055,0
1545,1546,0,,1,0.0,0.0,0.0,0.0,140,140,0,0,85,553,0.273212646969131,0
1546,1547,0,,1,0.0,0.0,0.0,0.0,2,2,0,0,32,46,0.5563084208630599,1
1547,1548,0,,1,0.0,0.0,0.0,0.0,44,44,0,0,32,149,0.33396120548879976,0
1548,1549,0,,1,0.0,0.0,0.0,0.0,20,20,0,0,100,820,0.27960737619447346,0
1549,1550,0,,1,0.0,0.0,0.0,0.0,3,3,0,0,86,173,0.45450338162678494,0
1550,1551,1,1.0,4,0.0,50.59722,0.0,35.95024,1,1,0,1,105,118,0.6522790146284051,1
1551,1552,0,,1,0.0,0.0,0.0,0.0,39,39,0,0,57,167,0.2750013672357884,0
1552,1553,0,,1,0.0,0.0,0.0,0.0,142,142,0,0,94,219,0.273212646969131,0
1553,1554,0,,1,0.0,0.0,0.0,0.0,148,148,0,0,152,3402,0.27457991974788726,0
1554,1555,0,,1,0.0,0.0,0.0,0.0,134,134,0,0,96,237,0.273212646969131,0
1555,1556,0,,1,0.0,0.0,0.0,0.0,76,76,0,0,157,282,0.273212646969131,0
1556,1557,0,,4,0.0,36.79167,0.0,14.127679999999998,13,13,0,1,174,651,0.5842835008273574,1
1557,1558,0,,2,0.0,14.916670000000002,0.0,-121.5192,128,128,0,1,54,900,0.351379753110612,0
1558,1559,0,,4,0.0,2.666667,0.0,-28.188740000000003,30,30,0,1,25,108,0.5457697177585265,1
1559,1560,0,,1,0.0,0.0,0.0,0.0,104,104,0,0,172,460,0.273212646969131,0
1560,1561,0,,1,0.0,0.0,0.0,0.0,51,51,0,0,164,887,0.273212646969131,0
1561,1562,0,,1,0.0,0.0,0.0,0.0,172,172,0,0,11,42,0.3566157695537404,0
1562,1563,0,,2,0.0,0.625,0.0,-165.1833,165,165,0,1,30,130,0.3909188576540586,0
1563,1564,0,,2,0.0,0.041666699999999994,0.0,-91.74266,91,91,0,1,5,17,0.3966999247601448,0
1564,1565,1,2.0,5,0.25,7.6875,-23.793670000000002,-12.977,19,19,1,1,60,295,0.7244244937439391,1
1565,1566,0,,1,0.0,0.0,0.0,0.0,15,15,0,0,84,110,0.31146088069697503,0
1566,1567,0,,1,0.0,0.0,0.0,0.0,20,20,0,0,40,101,0.33855652038505896,0
1567,1568,0,,1,0.0,0.0,0.0,0.0,47,47,0,0,5,262,0.3418494361281302,0
1568,1569,0,,1,0.0,0.0,0.0,0.0,113,113,0,0,85,304,0.273212646969131,0
1569,1570,0,,2,0.0,0.45833329999999994,0.0,-182.9778,183,183,0,1,166,406,0.41293349953395986,0
1570,1571,0,,5,0.0,5.3645830000000005,0.0,-9.431587,13,13,0,1,76,202,0.5585300849353494,1
1571,1572,0,,1,0.0,0.0,0.0,0.0,3,3,0,0,30,563,0.45962196602773,0
1572,1573,0,,3,0.0,52.04167,0.0,-41.33729,76,76,0,1,176,5318,0.44327592285229134,0
1573,1574,0,,1,0.0,0.0,0.0,0.0,44,44,0,0,174,4370,0.2742877265883884,0
1574,1575,0,,1,0.0,0.0,0.0,0.0,18,18,0,0,47,217,0.29597863238777394,0
1575,1576,1,1.0,2,0.0,0.1666667,0.0,-20.93316,21,21,0,1,168,658,0.5054601080009162,1
1576,1577,1,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,151,1630,0.5701023191505873,1
1577,1578,0,,1,0.0,0.0,0.0,0.0,14,14,0,0,174,1581,0.28576175436817475,0
1578,1579,0,,1,0.0,0.0,0.0,0.0,2,2,0,0,44,86,0.5362620983207935,1
1579,1580,0,,1,0.0,0.0,0.0,0.0,26,26,0,0,50,77,0.30124042619108027,0
1580,1581,0,,4,0.0,17.86111,0.0,12.3166,1,1,0,1,164,829,0.7282633502309298,1
1581,1582,1,1.0,2,0.0,124.7083,0.0,46.073640000000005,16,16,0,1,19,83,0.5403391791648976,1
1582,1583,0,,5,0.0,15.5,0.0,-38.866240000000005,51,51,0,1,66,363,0.5377522105338503,1
1583,1584,0,,1,0.0,0.0,0.0,0.0,139,139,0,0,166,803,0.273212646969131,0
1584,1585,0,,1,0.0,0.0,0.0,0.0,22,22,0,0,34,135,0.34001122554123153,0
1585,1586,0,,1,0.0,0.0,0.0,0.0,30,30,0,0,63,68,0.29593377069952104,0
1586,1587,0,,6,0.0,19.025,0.0,4.731783,11,11,0,1,172,1026,0.6226871004362554,1
1587,1588,0,,1,0.0,0.0,0.0,0.0,169,169,0,0,37,122,0.33287337079187435,0
1588,1589,0,,1,0.0,0.0,0.0,0.0,2,2,0,0,4,33,0.5828323303999559,1
1589,1590,0,,1,0.0,0.0,0.0,0.0,15,15,0,0,115,216,0.2856570804349519,0
1590,1591,0,,1,0.0,0.0,0.0,0.0,26,26,0,0,45,200,0.28008198461701567,0
1591,1592,0,,1,0.0,0.0,0.0,0.0,148,148,0,0,155,3175,0.27457991974788726,0
1592,1593,0,,1,0.0,0.0,0.0,0.0,162,162,0,0,186,2430,0.27331450557755066,0
1593,1594,0,,1,0.0,0.0,0.0,0.0,22,22,0,0,30,97,0.33855652038505896,0
1594,1595,0,,1,0.0,0.0,0.0,0.0,101,101,0,0,157,4528,0.27457991974788726,0
1595,1596,0,,1,0.0,0.0,0.0,0.0,133,133,0,0,23,61,0.3314338683395871,0
1596,1597,0,,1,0.0,0.0,0.0,0.0,56,56,0,0,142,163,0.2749909518879372,0
1597,1598,0,,2,0.0,58.416669999999996,0.0,4.625442,24,24,0,1,82,413,0.3474708873044273,0
